date,data,cols
2025-10-25 00:00:00+07:00,1.509911473,cpu_usage
2025-10-25 00:10:00+07:00,1.58753174,cpu_usage
2025-10-25 00:20:00+07:00,1.664076754,cpu_usage
2025-10-25 00:30:00+07:00,1.376900541,cpu_usage
2025-10-25 00:40:00+07:00,1.745558036,cpu_usage
2025-10-25 00:50:00+07:00,1.819901116,cpu_usage
2025-10-25 01:00:00+07:00,1.579035892,cpu_usage
2025-10-25 01:10:00+07:00,1.495262318,cpu_usage
2025-10-25 01:20:00+07:00,1.56414179,cpu_usage
2025-10-25 01:30:00+07:00,1.653775785,cpu_usage
2025-10-25 01:40:00+07:00,1.711957079,cpu_usage
2025-10-25 01:50:00+07:00,1.472811117,cpu_usage
2025-10-25 02:00:00+07:00,1.542611301,cpu_usage
2025-10-25 02:10:00+07:00,1.670411087,cpu_usage
2025-10-25 02:20:00+07:00,1.593530581,cpu_usage
2025-10-25 02:30:00+07:00,1.595774314,cpu_usage
2025-10-25 02:40:00+07:00,1.712206309,cpu_usage
2025-10-25 02:50:00+07:00,1.492362857,cpu_usage
2025-10-25 03:00:00+07:00,1.507555281,cpu_usage
2025-10-25 03:10:00+07:00,1.565008613,cpu_usage
2025-10-25 03:20:00+07:00,1.750636618,cpu_usage
2025-10-25 03:30:00+07:00,1.544387232,cpu_usage
2025-10-25 03:40:00+07:00,1.850803422,cpu_usage
2025-10-25 03:50:00+07:00,1.815915293,cpu_usage
2025-10-25 04:00:00+07:00,1.386626643,cpu_usage
2025-10-25 04:10:00+07:00,1.532489713,cpu_usage
2025-10-25 04:20:00+07:00,1.58264712,cpu_usage
2025-10-25 04:30:00+07:00,1.483294438,cpu_usage
2025-10-25 04:40:00+07:00,1.414032684,cpu_usage
2025-10-25 04:50:00+07:00,1.53127213,cpu_usage
2025-10-25 05:00:00+07:00,0.007346664,cpu_usage
2025-10-25 05:10:00+07:00,0.007482137,cpu_usage
2025-10-25 05:20:00+07:00,0.007442884,cpu_usage
2025-10-25 05:30:00+07:00,0.007424076,cpu_usage
2025-10-25 05:40:00+07:00,0.007105985,cpu_usage
2025-10-25 05:50:00+07:00,0.013382839,cpu_usage
2025-10-25 06:00:00+07:00,0.01064566,cpu_usage
2025-10-25 06:10:00+07:00,0.007261596,cpu_usage
2025-10-25 06:20:00+07:00,0.008719663,cpu_usage
2025-10-25 06:30:00+07:00,0.007811765,cpu_usage
2025-10-25 06:40:00+07:00,0.007878252,cpu_usage
2025-10-25 06:50:00+07:00,0.007445837,cpu_usage
2025-10-25 07:00:00+07:00,0.007307444,cpu_usage
2025-10-25 07:10:00+07:00,0.007383433,cpu_usage
2025-10-25 07:20:00+07:00,0.007505047,cpu_usage
2025-10-25 07:30:00+07:00,0.007601083,cpu_usage
2025-10-25 07:40:00+07:00,0.00740986,cpu_usage
2025-10-25 07:50:00+07:00,0.013267519,cpu_usage
2025-10-25 08:00:00+07:00,19.53100765,cpu_usage
2025-10-25 08:10:00+07:00,19.09743881,cpu_usage
2025-10-25 08:20:00+07:00,20.06237602,cpu_usage
2025-10-25 08:30:00+07:00,20.36080116,cpu_usage
2025-10-25 08:40:00+07:00,19.75199056,cpu_usage
2025-10-25 08:50:00+07:00,19.46236193,cpu_usage
2025-10-25 09:00:00+07:00,19.47148301,cpu_usage
2025-10-25 09:10:00+07:00,18.97524253,cpu_usage
2025-10-25 09:20:00+07:00,20.09521569,cpu_usage
2025-10-25 09:30:00+07:00,19.94039904,cpu_usage
2025-10-25 09:40:00+07:00,20.42692401,cpu_usage
2025-10-25 09:50:00+07:00,19.16434903,cpu_usage
2025-10-25 10:00:00+07:00,0.008498077,cpu_usage
2025-10-25 10:10:00+07:00,0.007888318,cpu_usage
2025-10-25 10:20:00+07:00,0.010051977,cpu_usage
2025-10-25 10:30:00+07:00,0.007844541,cpu_usage
2025-10-25 10:40:00+07:00,0.014971623,cpu_usage
2025-10-25 10:50:00+07:00,0.007553063,cpu_usage
2025-10-25 11:00:00+07:00,0.442890883,cpu_usage
2025-10-25 11:10:00+07:00,12.16250864,cpu_usage
2025-10-25 11:20:00+07:00,12.05966863,cpu_usage
2025-10-25 11:30:00+07:00,12.54815201,cpu_usage
2025-10-25 11:40:00+07:00,12.4356331,cpu_usage
2025-10-25 11:50:00+07:00,12.48675708,cpu_usage
2025-10-25 12:00:00+07:00,11.87615185,cpu_usage
2025-10-25 12:10:00+07:00,12.68549852,cpu_usage
2025-10-25 12:20:00+07:00,11.63981421,cpu_usage
2025-10-25 12:30:00+07:00,12.55472593,cpu_usage
2025-10-25 12:40:00+07:00,12.06739659,cpu_usage
2025-10-25 12:50:00+07:00,12.41464285,cpu_usage
2025-10-25 13:00:00+07:00,12.37488858,cpu_usage
2025-10-25 13:10:00+07:00,11.32593432,cpu_usage
2025-10-25 13:20:00+07:00,11.77110997,cpu_usage
2025-10-25 13:30:00+07:00,12.80616675,cpu_usage
2025-10-25 13:40:00+07:00,12.719488,cpu_usage
2025-10-25 13:50:00+07:00,12.41586623,cpu_usage
2025-10-25 14:00:00+07:00,12.53953381,cpu_usage
2025-10-25 14:10:00+07:00,11.62082196,cpu_usage
2025-10-25 14:20:00+07:00,9.580680142,cpu_usage
2025-10-25 14:30:00+07:00,12.02059246,cpu_usage
2025-10-25 14:40:00+07:00,11.12645771,cpu_usage
2025-10-25 14:50:00+07:00,11.78678954,cpu_usage
2025-10-25 15:00:00+07:00,11.4513597,cpu_usage
2025-10-25 15:10:00+07:00,0.007587643,cpu_usage
2025-10-25 15:20:00+07:00,0.00752109,cpu_usage
2025-10-25 15:30:00+07:00,0.007592768,cpu_usage
2025-10-25 15:40:00+07:00,0.007378579,cpu_usage
2025-10-25 15:50:00+07:00,0.00745946,cpu_usage
2025-10-25 16:00:00+07:00,0.007776925,cpu_usage
2025-10-25 16:10:00+07:00,0.007528733,cpu_usage
2025-10-25 16:20:00+07:00,0.007624583,cpu_usage
2025-10-25 16:30:00+07:00,0.007883969,cpu_usage
2025-10-25 16:40:00+07:00,0.00768837,cpu_usage
2025-10-25 16:50:00+07:00,0.007740928,cpu_usage
2025-10-25 17:00:00+07:00,0.01114088,cpu_usage
2025-10-25 17:10:00+07:00,0.007553967,cpu_usage
2025-10-25 17:20:00+07:00,0.007872522,cpu_usage
2025-10-25 17:30:00+07:00,0.007586241,cpu_usage
2025-10-25 17:40:00+07:00,0.007723496,cpu_usage
2025-10-25 17:50:00+07:00,0.007728494,cpu_usage
2025-10-25 18:00:00+07:00,0.007524286,cpu_usage
2025-10-25 18:10:00+07:00,0.007722823,cpu_usage
2025-10-25 18:20:00+07:00,0.012425533,cpu_usage
2025-10-25 18:30:00+07:00,0.007361715,cpu_usage
2025-10-25 18:40:00+07:00,0.00747944,cpu_usage
2025-10-25 18:50:00+07:00,0.007690786,cpu_usage
